gene ID	GeneName	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest
ENSG00000243156	MICAL3	206.0	57.0	161.0	258.0
ENSG00000137221	TJAP1	259.0	234.0	16.0	61.0
ENSG00000113739	STC2	259.0	65.0	33.0	57.0
ENSG00000100478	AP4S1	259.0	135.0	138.0	105.0
ENSG00000130635	COL5A1	27.0	5.0	186.0	259.0
ENSG00000095261	PSMD5	155.0	91.0	203.0	259.0
ENSG00000135372	NAT10	259.0	108.0	100.0	125.0
ENSG00000076043	REXO2	184.0	112.0	259.0	128.0
ENSG00000166311	SMPD1	72.0	57.0	99.0	259.0
ENSG00000176435	CLEC14A	174.0	16.0	259.0	3.0
ENSG00000119547	ONECUT2	259.0	36.0	23.0	16.0
ENSG00000259522	RP11-468E2.2	91.0	120.0	109.0	260.0
ENSG00000213719	CLIC1	23.0	16.0	167.0	260.0
ENSG00000131773	KHDRBS3	210.0	260.0	221.0	91.0
ENSG00000163964	PIGX	129.0	114.0	260.0	207.0
ENSG00000008311	AASS	32.0	57.0	196.0	260.0
ENSG00000198105	ZNF248	260.0	165.0	190.0	95.0
ENSG00000136828	RALGPS1	200.0	153.0	250.0	260.0
ENSG00000101349	PAK7	244.0	260.0	28.0	4.0
ENSG00000175470	PPP2R2D	191.0	135.0	238.0	260.0
ENSG00000161958	FGF11	260.0	72.0	87.0	78.0
ENSG00000105640	RPL18A	4.0	56.0	26.0	260.0
ENSG00000130226	DPP6	260.0	32.0	4.0	7.0
ENSG00000135966	TGFBRAP1	184.0	113.0	146.0	260.0
ENSG00000136169	SETDB2	260.0	168.0	112.0	76.0
ENSG00000108830	RND2	84.0	117.0	261.0	252.0
ENSG00000164934	DCAF13	261.0	135.0	222.0	177.0
ENSG00000115112	TFCP2L1	14.0	14.0	80.0	261.0
ENSG00000117419	ERI3	216.0	246.0	261.0	234.0
ENSG00000165914	TTC7B	261.0	163.0	160.0	154.0
ENSG00000143850	PLEKHA6	261.0	94.0	6.0	6.0
ENSG00000172878	METAP1D	171.0	197.0	261.0	249.0
ENSG00000174405	LIG4	261.0	114.0	118.0	60.0
ENSG00000042493	CAPG	30.0	26.0	107.0	261.0
ENSG00000012171	SEMA3B	0.0	15.0	34.0	261.0
ENSG00000106636	YKT6	216.0	122.0	247.0	262.0
ENSG00000105983	LMBR1	182.0	186.0	262.0	213.0
ENSG00000005156	LIG3	185.0	108.0	247.0	262.0
ENSG00000272325	NUDT3	121.0	70.0	196.0	262.0
ENSG00000117395	EBNA1BP2	205.0	159.0	262.0	154.0
ENSG00000097021	ACOT7	262.0	86.0	45.0	122.0
ENSG00000132182	NUP210	245.0	129.0	75.0	262.0
ENSG00000005189	AC004381.6	262.0	133.0	172.0	66.0
ENSG00000051108	HERPUD1	50.0	35.0	94.0	262.0
ENSG00000102221	JADE3	262.0	88.0	217.0	170.0
ENSG00000204574	ABCF1	163.0	89.0	234.0	262.0
ENSG00000118640	VAMP8	30.0	8.0	101.0	262.0
ENSG00000147642	SYBU	263.0	94.0	4.0	0.0
ENSG00000184164	CRELD2	200.0	126.0	263.0	212.0
ENSG00000101265	RASSF2	263.0	0.0	10.0	5.0
ENSG00000101193	GID8	204.0	101.0	263.0	118.0
ENSG00000164597	COG5	248.0	121.0	263.0	262.0
ENSG00000053770	AP5M1	263.0	81.0	170.0	115.0
ENSG00000143353	LYPLAL1	76.0	76.0	263.0	158.0
ENSG00000137337	MDC1	163.0	60.0	160.0	263.0
ENSG00000177479	ARIH2	263.0	126.0	207.0	230.0
ENSG00000121064	SCPEP1	38.0	80.0	242.0	264.0
ENSG00000091640	SPAG7	177.0	33.0	264.0	96.0
ENSG00000131747	TOP2A	47.0	28.0	99.0	264.0
ENSG00000151332	MBIP	264.0	202.0	202.0	122.0
ENSG00000185009	AP3M1	123.0	71.0	211.0	264.0
ENSG00000177706	FAM20C	48.0	9.0	62.0	264.0
ENSG00000123104	ITPR2	188.0	59.0	264.0	222.0
ENSG00000104361	NIPAL2	127.0	130.0	187.0	264.0
ENSG00000144355	DLX1	6.0	264.0	7.0	107.0
ENSG00000185112	FAM43A	264.0	213.0	61.0	198.0
ENSG00000159792	PSKH1	32.0	13.0	122.0	264.0
ENSG00000164086	DUSP7	59.0	12.0	264.0	138.0
ENSG00000167384	ZNF180	170.0	119.0	264.0	147.0
ENSG00000138794	CASP6	130.0	116.0	265.0	122.0
ENSG00000158473	CD1D	42.0	67.0	265.0	132.0
ENSG00000011021	CLCN6	150.0	89.0	265.0	237.0
ENSG00000013275	PSMC4	110.0	62.0	108.0	265.0
ENSG00000085733	CTTN	40.0	43.0	97.0	265.0
ENSG00000135362	PRR5L	4.0	8.0	187.0	265.0
ENSG00000254999	BRK1	105.0	87.0	216.0	265.0
ENSG00000197747	S100A10	19.0	37.0	236.0	265.0
ENSG00000168502	MTCL1	214.0	119.0	265.0	131.0
ENSG00000164346	NSA2	57.0	99.0	265.0	150.0
ENSG00000172264	MACROD2	265.0	136.0	263.0	117.0
ENSG00000117791	Mar-02	53.0	265.0	144.0	180.0
ENSG00000115758	ODC1	111.0	109.0	78.0	266.0
ENSG00000100784	RPS6KA5	103.0	123.0	235.0	266.0
ENSG00000139726	DENR	198.0	156.0	266.0	149.0
ENSG00000064999	ANKS1A	184.0	266.0	84.0	156.0
ENSG00000161057	PSMC2	113.0	182.0	234.0	266.0
ENSG00000074416	MGLL	9.0	28.0	15.0	266.0
ENSG00000166450	PRTG	135.0	98.0	266.0	67.0
ENSG00000139618	BRCA2	187.0	214.0	266.0	205.0
ENSG00000161638	ITGA5	6.0	11.0	12.0	267.0
ENSG00000135473	PAN2	110.0	80.0	120.0	267.0
ENSG00000129245	FXR2	144.0	43.0	267.0	127.0
ENSG00000136279	DBNL	100.0	62.0	165.0	267.0
ENSG00000178719	GRINA	59.0	25.0	60.0	267.0
ENSG00000121653	MAPK8IP1	71.0	153.0	46.0	267.0
ENSG00000011105	TSPAN9	70.0	23.0	105.0	267.0
ENSG00000158636	C11orf30	267.0	209.0	176.0	167.0
ENSG00000115128	SF3B6	170.0	96.0	267.0	186.0
ENSG00000203965	EFCAB7	267.0	219.0	118.0	57.0
ENSG00000104738	MCM4	95.0	60.0	190.0	268.0
ENSG00000100084	HIRA	265.0	74.0	268.0	149.0
ENSG00000167770	OTUB1	151.0	124.0	265.0	268.0
ENSG00000169299	PGM2	268.0	61.0	105.0	77.0
ENSG00000138760	SCARB2	141.0	134.0	219.0	268.0
ENSG00000073969	NSF	268.0	247.0	187.0	254.0
ENSG00000198612	COPS8	195.0	165.0	268.0	172.0
ENSG00000159063	ALG8	203.0	135.0	268.0	138.0
ENSG00000185875	THNSL1	268.0	210.0	153.0	64.0
ENSG00000155093	PTPRN2	268.0	62.0	22.0	1.0
ENSG00000169213	RAB3B	269.0	225.0	73.0	21.0
ENSG00000114982	KANSL3	253.0	97.0	235.0	269.0
ENSG00000139988	RDH12	269.0	133.0	6.0	12.0
ENSG00000146426	TIAM2	82.0	67.0	211.0	269.0
ENSG00000112655	PTK7	152.0	56.0	174.0	269.0
ENSG00000134755	DSC2	23.0	81.0	130.0	269.0
ENSG00000197142	ACSL5	74.0	134.0	269.0	204.0
ENSG00000173145	NOC3L	143.0	51.0	269.0	123.0
ENSG00000182054	IDH2	32.0	6.0	104.0	269.0
ENSG00000090989	EXOC1	269.0	122.0	101.0	127.0
ENSG00000172057	ORMDL3	269.0	159.0	78.0	214.0
ENSG00000139835	GRTP1	269.0	77.0	28.0	50.0
ENSG00000104081	BMF	26.0	2.0	269.0	238.0
ENSG00000110514	MADD	269.0	165.0	30.0	69.0
ENSG00000170791	CHCHD7	269.0	167.0	219.0	169.0
ENSG00000153391	INO80C	267.0	177.0	269.0	139.0
ENSG00000184194	GPR173	254.0	112.0	269.0	173.0
ENSG00000138029	HADHB	269.0	159.0	155.0	156.0
ENSG00000165916	PSMC3	264.0	150.0	270.0	217.0
ENSG00000137486	ARRB1	5.0	9.0	157.0	270.0
ENSG00000133958	UNC79	270.0	58.0	8.0	12.0
ENSG00000174233	ADCY6	93.0	51.0	98.0	270.0
ENSG00000163814	CDCP1	49.0	66.0	242.0	270.0
ENSG00000181788	SIAH2	66.0	60.0	76.0	270.0
ENSG00000277363	SRCIN1	195.0	170.0	251.0	270.0
ENSG00000215421	ZNF407	270.0	177.0	243.0	209.0
ENSG00000213190	MLLT11	128.0	270.0	217.0	83.0
ENSG00000174080	CTSF	183.0	146.0	129.0	270.0
ENSG00000112365	ZBTB24	212.0	271.0	251.0	69.0
ENSG00000074201	CLNS1A	211.0	172.0	271.0	192.0
ENSG00000144362	PHOSPHO2	135.0	81.0	271.0	136.0
ENSG00000138698	RAP1GDS1	271.0	197.0	144.0	223.0
ENSG00000165006	UBAP1	178.0	167.0	268.0	271.0
ENSG00000214021	TTLL3	271.0	231.0	48.0	43.0
ENSG00000179335	CLK3	174.0	77.0	140.0	271.0
ENSG00000125319	C17orf53	271.0	28.0	2.0	4.0
ENSG00000196968	FUT11	271.0	219.0	269.0	161.0
ENSG00000188177	ZC3H6	271.0	230.0	206.0	149.0
ENSG00000170500	LONRF2	187.0	248.0	271.0	130.0
ENSG00000168887	C2orf68	271.0	153.0	258.0	199.0
ENSG00000072110	ACTN1	190.0	103.0	194.0	272.0
ENSG00000078053	AMPH	190.0	272.0	25.0	111.0
ENSG00000125845	BMP2	188.0	207.0	26.0	272.0
ENSG00000144161	ZC3H8	272.0	78.0	61.0	21.0
ENSG00000197429	IPP	146.0	272.0	240.0	135.0
ENSG00000111261	MANSC1	60.0	37.0	218.0	272.0
ENSG00000119383	PPP2R4	95.0	47.0	142.0	272.0
ENSG00000179604	CDC42EP4	100.0	61.0	71.0	272.0
ENSG00000275342	SGK223	73.0	51.0	34.0	272.0
ENSG00000121068	TBX2	106.0	273.0	151.0	220.0
ENSG00000105612	DNASE2	98.0	62.0	273.0	108.0
ENSG00000120509	PDZD11	133.0	55.0	273.0	254.0
ENSG00000143373	ZNF687	187.0	142.0	190.0	273.0
ENSG00000085760	MTIF2	273.0	122.0	250.0	169.0
ENSG00000165506	DNAAF2	205.0	273.0	41.0	51.0
ENSG00000081320	STK17B	180.0	273.0	195.0	233.0
ENSG00000151148	UBE3B	174.0	96.0	105.0	273.0
ENSG00000101751	POLI	273.0	75.0	180.0	60.0
ENSG00000185829	ARL17A	52.0	45.0	135.0	273.0
ENSG00000108349	CASC3	273.0	149.0	163.0	265.0
ENSG00000010818	HIVEP2	249.0	265.0	202.0	274.0
ENSG00000198721	ECI2	102.0	61.0	254.0	274.0
ENSG00000198951	NAGA	59.0	48.0	132.0	274.0
ENSG00000162174	ASRGL1	204.0	158.0	274.0	191.0
ENSG00000167113	COQ4	274.0	232.0	52.0	38.0
ENSG00000162419	GMEB1	174.0	121.0	237.0	274.0
ENSG00000084092	NOA1	241.0	274.0	92.0	51.0
ENSG00000141556	TBCD	171.0	94.0	131.0	274.0
ENSG00000164654	MIOS	227.0	159.0	274.0	194.0
ENSG00000154358	OBSCN	274.0	97.0	4.0	6.0
ENSG00000116095	PLEKHA3	275.0	153.0	236.0	177.0
ENSG00000153048	CARHSP1	173.0	160.0	192.0	275.0
ENSG00000149089	APIP	275.0	260.0	123.0	156.0
ENSG00000113448	PDE4D	265.0	217.0	213.0	275.0
ENSG00000102678	FGF9	41.0	30.0	153.0	275.0
ENSG00000134569	LRP4	25.0	11.0	156.0	275.0
ENSG00000150455	TIRAP	123.0	275.0	186.0	96.0
ENSG00000175048	ZDHHC14	9.0	2.0	275.0	132.0
ENSG00000132122	SPATA6	247.0	171.0	275.0	109.0
ENSG00000118600	TMEM5	233.0	114.0	275.0	237.0
ENSG00000163006	CCDC138	275.0	267.0	239.0	61.0
ENSG00000164338	UTP15	241.0	108.0	275.0	195.0
ENSG00000119760	SUPT7L	275.0	102.0	180.0	114.0
ENSG00000155085	AK9	275.0	263.0	11.0	0.0
ENSG00000114784	EIF1B	189.0	165.0	276.0	212.0
ENSG00000137513	NARS2	276.0	145.0	259.0	66.0
ENSG00000138435	CHRNA1	276.0	173.0	5.0	0.0
ENSG00000086991	NOX4	99.0	55.0	276.0	132.0
ENSG00000116906	GNPAT	276.0	167.0	207.0	263.0
ENSG00000171044	XKR6	276.0	152.0	109.0	45.0
ENSG00000164600	NEUROD6	276.0	30.0	7.0	0.0
ENSG00000003147	ICA1	276.0	250.0	44.0	77.0
ENSG00000168556	ING2	276.0	174.0	272.0	154.0
ENSG00000081870	HSPB11	179.0	94.0	276.0	50.0
ENSG00000105701	FKBP8	68.0	49.0	65.0	277.0
ENSG00000162924	REL	38.0	51.0	98.0	277.0
ENSG00000139505	MTMR6	276.0	162.0	277.0	238.0
ENSG00000261130	RP11-1021N1.1	188.0	83.0	236.0	277.0
ENSG00000154736	ADAMTS5	160.0	18.0	277.0	225.0
ENSG00000196811	CHRNG	277.0	191.0	14.0	1.0
ENSG00000148218	ALAD	35.0	15.0	82.0	277.0
ENSG00000164061	BSN	277.0	151.0	12.0	2.0
ENSG00000162614	NEXN	67.0	6.0	277.0	44.0
ENSG00000116198	CEP104	223.0	277.0	131.0	130.0
ENSG00000184481	FOXO4	38.0	11.0	277.0	127.0
ENSG00000169122	FAM110B	153.0	91.0	277.0	75.0
ENSG00000173436	MINOS1	277.0	101.0	245.0	184.0
ENSG00000074319	TSG101	278.0	221.0	257.0	233.0
ENSG00000204435	CSNK2B	106.0	80.0	136.0	278.0
ENSG00000127838	PNKD	134.0	75.0	115.0	278.0
ENSG00000143862	ARL8A	125.0	83.0	278.0	270.0
ENSG00000001461	NIPAL3	192.0	166.0	85.0	278.0
ENSG00000122591	FAM126A	278.0	157.0	128.0	142.0
ENSG00000138614	VWA9	113.0	107.0	134.0	278.0
ENSG00000170145	SIK2	278.0	247.0	117.0	154.0
ENSG00000174705	SH3PXD2B	123.0	70.0	278.0	221.0
ENSG00000188322	SBK1	86.0	178.0	206.0	278.0
ENSG00000163541	SUCLG1	196.0	169.0	278.0	160.0
ENSG00000178252	WDR6	186.0	78.0	111.0	278.0
ENSG00000173821	RNF213	51.0	48.0	213.0	278.0
ENSG00000256060	TRAPPC2B	208.0	278.0	76.0	47.0
ENSG00000127948	POR	63.0	107.0	76.0	279.0
ENSG00000011451	WIZ	187.0	147.0	159.0	279.0
ENSG00000125863	MKKS	119.0	105.0	279.0	81.0
ENSG00000170876	TMEM43	73.0	56.0	279.0	187.0
ENSG00000036672	USP2	130.0	103.0	90.0	279.0
ENSG00000137216	TMEM63B	279.0	206.0	121.0	240.0
ENSG00000149679	CABLES2	279.0	111.0	145.0	175.0
ENSG00000145390	USP53	184.0	150.0	208.0	279.0
ENSG00000163872	YEATS2	279.0	105.0	225.0	241.0
ENSG00000167257	RNF214	279.0	181.0	172.0	275.0
ENSG00000116918	TSNAX	262.0	172.0	279.0	269.0
ENSG00000132386	SERPINF1	22.0	18.0	208.0	280.0
ENSG00000172046	USP19	280.0	180.0	217.0	273.0
ENSG00000133121	STARD13	154.0	8.0	280.0	232.0
ENSG00000183735	TBK1	280.0	126.0	249.0	208.0
ENSG00000119699	TGFB3	90.0	51.0	280.0	258.0
ENSG00000090054	SPTLC1	197.0	166.0	280.0	174.0
ENSG00000196872	KIAA1211L	199.0	280.0	47.0	91.0
ENSG00000148229	POLE3	81.0	77.0	178.0	280.0
ENSG00000060709	RIMBP2	280.0	234.0	5.0	1.0
ENSG00000089009	RPL6	54.0	38.0	59.0	280.0
ENSG00000102606	ARHGEF7	234.0	243.0	108.0	280.0
ENSG00000154928	EPHB1	280.0	136.0	93.0	210.0
ENSG00000198742	SMURF1	262.0	280.0	274.0	219.0
ENSG00000172296	SPTLC3	50.0	24.0	280.0	140.0
ENSG00000130714	POMT1	46.0	16.0	83.0	280.0
ENSG00000205707	LYRM5	257.0	176.0	280.0	139.0
ENSG00000175711	B3GNTL1	280.0	51.0	220.0	41.0
ENSG00000176533	GNG7	25.0	18.0	161.0	280.0
ENSG00000132718	SYT11	80.0	118.0	225.0	280.0
ENSG00000161642	ZNF385A	144.0	281.0	24.0	63.0
ENSG00000183020	AP2A2	67.0	147.0	182.0	281.0
ENSG00000135452	TSPAN31	86.0	51.0	170.0	281.0
ENSG00000055147	FAM114A2	234.0	142.0	281.0	260.0
ENSG00000146776	ATXN7L1	281.0	196.0	108.0	143.0
ENSG00000182400	TRAPPC6B	173.0	218.0	193.0	281.0
ENSG00000169814	BTD	34.0	46.0	102.0	281.0
ENSG00000152092	ASTN1	71.0	281.0	245.0	176.0
ENSG00000109320	NFKB1	161.0	73.0	234.0	281.0
ENSG00000070501	POLB	281.0	131.0	45.0	99.0
ENSG00000122515	ZMIZ2	232.0	135.0	89.0	281.0
ENSG00000076513	ANKRD13A	94.0	63.0	151.0	281.0
ENSG00000174482	LINGO2	33.0	13.0	281.0	167.0
ENSG00000162971	TYW5	262.0	86.0	281.0	84.0
ENSG00000084652	TXLNA	230.0	154.0	155.0	281.0
ENSG00000155729	KCTD18	281.0	103.0	174.0	91.0
ENSG00000105700	KXD1	113.0	69.0	281.0	91.0
ENSG00000165084	C8orf34	27.0	182.0	281.0	109.0
ENSG00000112078	KCTD20	282.0	159.0	190.0	180.0
ENSG00000180817	PPA1	282.0	163.0	234.0	178.0
ENSG00000007171	NOS2	5.0	3.0	11.0	282.0
ENSG00000067057	PFKP	282.0	76.0	37.0	62.0
ENSG00000101928	MOSPD1	272.0	282.0	234.0	191.0
ENSG00000078269	SYNJ2	187.0	282.0	192.0	234.0
ENSG00000109670	FBXW7	232.0	202.0	282.0	278.0
ENSG00000198301	SDAD1	282.0	75.0	270.0	204.0
ENSG00000104365	IKBKB	282.0	177.0	203.0	275.0
ENSG00000166822	TMEM170A	107.0	110.0	188.0	282.0
ENSG00000172053	QARS	229.0	116.0	212.0	282.0
ENSG00000095713	CRTAC1	3.0	1.0	7.0	282.0
ENSG00000108561	C1QBP	271.0	198.0	220.0	283.0
ENSG00000133961	NUMB	216.0	113.0	283.0	273.0
ENSG00000173141	MRPL57	201.0	283.0	195.0	90.0
ENSG00000159200	RCAN1	111.0	39.0	209.0	283.0
ENSG00000065665	SEC61A2	283.0	80.0	66.0	94.0
ENSG00000134109	EDEM1	159.0	119.0	283.0	240.0
ENSG00000065427	KARS	224.0	201.0	207.0	283.0
ENSG00000187098	MITF	68.0	29.0	283.0	264.0
ENSG00000136875	PRPF4	163.0	110.0	283.0	228.0
ENSG00000141543	EIF4A3	190.0	85.0	284.0	215.0
ENSG00000081307	UBA5	227.0	115.0	284.0	242.0
ENSG00000144935	TRPC1	284.0	183.0	160.0	86.0
ENSG00000090581	GNPTG	284.0	151.0	116.0	137.0
ENSG00000197653	DNAH10	27.0	284.0	6.0	13.0
ENSG00000008869	HEATR5B	284.0	266.0	218.0	263.0
ENSG00000012963	UBR7	218.0	184.0	284.0	216.0
ENSG00000170537	TMC7	264.0	133.0	284.0	62.0
ENSG00000196636	ACN9	233.0	147.0	284.0	109.0
ENSG00000149380	P4HA3	44.0	5.0	284.0	54.0
ENSG00000143971	ETAA1	283.0	233.0	285.0	90.0
ENSG00000052841	TTC17	234.0	135.0	224.0	285.0
ENSG00000169288	MRPL1	169.0	97.0	285.0	119.0
ENSG00000117479	SLC19A2	285.0	166.0	155.0	119.0
ENSG00000143105	KCNA10	144.0	285.0	5.0	0.0
ENSG00000135631	RAB11FIP5	18.0	68.0	83.0	285.0
ENSG00000064195	DLX3	4.0	13.0	29.0	286.0
ENSG00000122884	P4HA1	102.0	95.0	286.0	197.0
ENSG00000179915	NRXN1	89.0	286.0	133.0	210.0
ENSG00000153029	MR1	26.0	19.0	286.0	124.0
ENSG00000164695	CHMP4C	38.0	2.0	286.0	17.0
ENSG00000122643	NT5C3A	151.0	113.0	286.0	121.0
ENSG00000139973	SYT16	36.0	286.0	57.0	18.0
ENSG00000059728	MXD1	223.0	153.0	211.0	287.0
ENSG00000086589	RBM22	173.0	141.0	287.0	210.0
ENSG00000123131	PRDX4	63.0	30.0	190.0	287.0
ENSG00000166401	SERPINB8	287.0	30.0	5.0	3.0
ENSG00000132763	MMACHC	149.0	126.0	287.0	190.0
ENSG00000183431	SF3A3	252.0	110.0	287.0	260.0
ENSG00000142657	PGD	60.0	38.0	168.0	287.0
ENSG00000185049	NELFA	188.0	103.0	287.0	263.0
ENSG00000143674	MLK4	10.0	5.0	205.0	287.0
ENSG00000088256	GNA11	43.0	73.0	154.0	287.0
ENSG00000187189	TSPYL4	287.0	142.0	195.0	98.0
ENSG00000171617	ENC1	182.0	93.0	241.0	287.0
ENSG00000101337	TM9SF4	108.0	86.0	246.0	287.0
ENSG00000259330	INAFM2	268.0	287.0	138.0	244.0
ENSG00000155463	OXA1L	89.0	66.0	146.0	288.0
ENSG00000162734	PEA15	123.0	39.0	236.0	288.0
ENSG00000099991	CABIN1	136.0	99.0	99.0	288.0
ENSG00000155508	CNOT8	288.0	168.0	173.0	100.0
ENSG00000013288	MAN2B2	79.0	39.0	100.0	288.0
ENSG00000163624	CDS1	64.0	90.0	288.0	134.0
ENSG00000188229	TUBB4B	81.0	208.0	44.0	288.0
ENSG00000055070	SZRD1	158.0	119.0	288.0	251.0
ENSG00000169891	REPS2	106.0	56.0	261.0	288.0
ENSG00000162430	SEPN1	29.0	30.0	193.0	288.0
ENSG00000161202	DVL3	133.0	73.0	167.0	289.0
ENSG00000143748	NVL	239.0	120.0	289.0	154.0
ENSG00000162813	BPNT1	164.0	246.0	245.0	289.0
ENSG00000166147	FBN1	33.0	31.0	175.0	289.0
ENSG00000138162	TACC2	289.0	148.0	252.0	256.0
ENSG00000181029	TRAPPC5	289.0	171.0	139.0	104.0
ENSG00000175066	GK5	118.0	90.0	289.0	286.0
ENSG00000176532	PRR15	36.0	289.0	78.0	108.0
ENSG00000154548	SRSF12	219.0	73.0	289.0	169.0
ENSG00000162769	FLVCR1	274.0	183.0	283.0	289.0
ENSG00000099995	SF3A1	206.0	107.0	287.0	290.0
ENSG00000183421	RIPK4	164.0	104.0	266.0	290.0
ENSG00000071564	TCF3	76.0	45.0	125.0	290.0
ENSG00000144134	RABL2A	220.0	290.0	42.0	63.0
ENSG00000112079	STK38	242.0	150.0	286.0	290.0
ENSG00000158710	TAGLN2	10.0	24.0	53.0	290.0
ENSG00000183726	TMEM50A	230.0	95.0	290.0	236.0
ENSG00000158042	MRPL17	290.0	215.0	202.0	243.0
ENSG00000132603	NIP7	290.0	106.0	252.0	135.0
ENSG00000082516	GEMIN5	290.0	99.0	136.0	201.0
ENSG00000112406	HECA	215.0	94.0	290.0	238.0
ENSG00000173714	WFIKKN2	54.0	9.0	290.0	202.0
ENSG00000125945	ZNF436	99.0	53.0	290.0	248.0
ENSG00000105662	CRTC1	150.0	34.0	111.0	291.0
ENSG00000115946	PNO1	276.0	257.0	291.0	176.0
ENSG00000151692	RNF144A	58.0	42.0	291.0	144.0
ENSG00000095739	BAMBI	63.0	60.0	111.0	291.0
ENSG00000163138	PACRGL	193.0	168.0	291.0	132.0
ENSG00000132254	ARFIP2	148.0	85.0	242.0	291.0
ENSG00000108828	VAT1	15.0	18.0	91.0	291.0
ENSG00000125834	STK35	291.0	274.0	261.0	281.0
ENSG00000186231	KLHL32	291.0	182.0	158.0	75.0
ENSG00000109339	MAPK10	44.0	291.0	97.0	144.0
ENSG00000104964	AES	54.0	21.0	77.0	291.0
ENSG00000180398	MCFD2	135.0	113.0	292.0	278.0
ENSG00000040933	INPP4A	239.0	292.0	155.0	211.0
ENSG00000065675	PRKCQ	247.0	26.0	292.0	45.0
ENSG00000169155	ZBTB43	292.0	139.0	237.0	173.0
ENSG00000137822	TUBGCP4	292.0	77.0	136.0	83.0
ENSG00000145348	TBCK	129.0	191.0	292.0	231.0
ENSG00000058804	NDC1	292.0	222.0	172.0	209.0
ENSG00000102390	PBDC1	292.0	192.0	190.0	152.0
ENSG00000173548	SNX33	292.0	148.0	124.0	147.0
ENSG00000153714	LURAP1L	104.0	292.0	247.0	102.0
ENSG00000170043	TRAPPC1	150.0	52.0	243.0	292.0
ENSG00000174514	MFSD4	129.0	86.0	292.0	268.0
ENSG00000173451	THAP2	293.0	226.0	243.0	96.0
ENSG00000155868	MED7	293.0	158.0	247.0	33.0
ENSG00000171345	KRT19	6.0	1.0	132.0	293.0
ENSG00000112874	NUDT12	293.0	134.0	165.0	82.0
ENSG00000107242	PIP5K1B	12.0	8.0	46.0	293.0
ENSG00000170525	PFKFB3	53.0	120.0	127.0	293.0
ENSG00000130559	CAMSAP1	185.0	192.0	239.0	293.0
ENSG00000145375	SPATA5	293.0	142.0	128.0	128.0
ENSG00000124429	POF1B	32.0	9.0	293.0	11.0
ENSG00000176658	MYO1D	126.0	28.0	250.0	293.0
ENSG00000134202	GSTM3	217.0	94.0	264.0	294.0
ENSG00000120688	WBP4	221.0	153.0	294.0	188.0
ENSG00000163875	MEAF6	294.0	157.0	211.0	141.0
ENSG00000105576	TNPO2	170.0	99.0	245.0	294.0
ENSG00000102900	NUP93	205.0	133.0	294.0	176.0
ENSG00000184304	PRKD1	42.0	19.0	279.0	295.0
ENSG00000177469	PTRF	42.0	20.0	130.0	295.0
ENSG00000184584	TMEM173	295.0	143.0	6.0	24.0
ENSG00000000457	SCYL3	295.0	101.0	241.0	95.0
ENSG00000079482	OPHN1	192.0	83.0	295.0	183.0
ENSG00000136449	MYCBPAP	295.0	49.0	24.0	31.0
ENSG00000164663	USP49	279.0	114.0	295.0	253.0
ENSG00000166716	ZNF592	283.0	96.0	185.0	296.0
ENSG00000164172	MOCS2	165.0	194.0	296.0	291.0
ENSG00000076604	TRAF4	105.0	87.0	115.0	296.0
ENSG00000144857	BOC	90.0	67.0	227.0	296.0
ENSG00000125755	SYMPK	112.0	81.0	102.0	296.0
ENSG00000153179	RASSF3	296.0	151.0	103.0	142.0
ENSG00000113194	FAF2	238.0	180.0	200.0	296.0
ENSG00000163913	IFT122	186.0	296.0	179.0	149.0
ENSG00000169490	TM2D2	44.0	58.0	76.0	296.0
ENSG00000141540	TTYH2	2.0	18.0	14.0	296.0
ENSG00000177464	GPR4	296.0	94.0	14.0	23.0
ENSG00000181274	FRAT2	109.0	213.0	296.0	232.0
ENSG00000178665	ZNF713	177.0	157.0	296.0	72.0
ENSG00000106236	NPTX2	38.0	182.0	296.0	14.0
ENSG00000112419	PHACTR2	163.0	62.0	276.0	296.0
ENSG00000108950	FAM20A	17.0	6.0	176.0	297.0
ENSG00000127080	IPPK	134.0	66.0	68.0	297.0
ENSG00000128228	SDF2L1	74.0	97.0	297.0	249.0
ENSG00000101639	CEP192	262.0	137.0	297.0	210.0
ENSG00000130414	NDUFA10	161.0	88.0	281.0	297.0
ENSG00000086232	EIF2AK1	132.0	62.0	266.0	297.0
ENSG00000118961	C2orf43	117.0	63.0	297.0	238.0
ENSG00000163867	ZMYM6	246.0	197.0	297.0	172.0
ENSG00000242732	RGAG4	297.0	191.0	196.0	109.0
ENSG00000196497	IPO4	50.0	50.0	128.0	298.0
ENSG00000139263	LRIG3	106.0	27.0	298.0	56.0
ENSG00000114520	SNX4	178.0	250.0	252.0	298.0
ENSG00000143344	RGL1	162.0	298.0	58.0	69.0
ENSG00000117650	NEK2	87.0	298.0	22.0	20.0
ENSG00000140479	PCSK6	197.0	111.0	298.0	229.0
ENSG00000185477	GPRIN3	21.0	49.0	298.0	226.0
ENSG00000126216	TUBGCP3	296.0	299.0	288.0	251.0
ENSG00000137331	IER3	8.0	10.0	178.0	299.0
ENSG00000142627	EPHA2	16.0	27.0	60.0	299.0
ENSG00000106144	CASP2	294.0	221.0	299.0	204.0
ENSG00000143067	ZNF697	299.0	145.0	84.0	71.0
ENSG00000143771	CNIH4	233.0	132.0	299.0	245.0
ENSG00000171798	KNDC1	299.0	43.0	8.0	14.0
